"Motivo del rechazo";"Campaña";"Fecha de presupuesto";"Nº documento";"Tercero";"Descripción";"Imp. total líneas";"Importe total";"Proyecto";"Estado doc.";"Coste Materiales Previstos";"Horas Previstas";"Creado por"
"";"CLIENTE RECURRENTE";"31-03-2026";"PT/26537";"ORANGE ESPAGNE";"ID 22894 BERCHUSMOVIL, LEÓN ...... A MEDIDA";2844,79;3442,20;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"30-03-2026";"PT/26535";"RALPH LAUREN ESPAÑA S.L.";"VINILADO PODIUMS ECI AVENIDA PALMA DE MALLORCA";4585,31;5548,23;"";"Cerrado - Pedido creado";1546;15;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"30-03-2026";"PT/26534";"SOL MARK OLMEDA";"BOCAS Y CEREZAS";20736,00;25090,56;"";"Cerrado - Rechazado";11404;4;"CRISTINAC"
"";"RECOMENDACION";"30-03-2026";"PT/26533";"ALBLANC PROYECTOS ASOCIADOS, S.L.";"PHOTOCALL MARC CAIN";1797,30;2174,73;"";"Bajo evaluación";190;23;"ADALBERTO"
"";"CLIENTE RECURRENTE";"27-03-2026";"PT/26532";"ORANGE ESPAGNE";"ENVÍO MATERIALES NASERTEL ESTE, SANT ADRIÁ DEL BESOS, BARCELONA
";280,80;339,77;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"27-03-2026";"PT/26531";"ORANGE ESPAGNE";"ENVÍO MATERIALES AVE FENIX, AVILES, ASTURIAS
";355,20;429,79;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"26-03-2026";"PT/26530";"COCOTIME EVENTS S.L.";"CORPOREAS MAYUSCULAS Y VINILO V";582,37;704,67;"260082 - COCONUT - FACHADA IQOS SERRANO MARZO";"Cerrado - Pedido creado";23,5;2;"AURELIO PULIDO"
"NO TIENEN PRESUPUESTO";"CLIENTE RECURRENTE";"26-03-2026";"PT/26529";"COCOTIME EVENTS S.L.";"CORPOREO BOLA IFEMA";5244,43;6345,76;"";"Cerrado - Rechazado";650;2;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"26-03-2026";"PT/26528";"ORANGE ESPAGNE";"ID 60966 ALMOBILE, ALMODOVAR DE CAMPO, CIUDAD REAL ...... A MEDIDA";2382,28;2882,56;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"CLIENTE RECURRENTE";"26-03-2026";"PT/26527";"IDONEA COMUNICACION, S.L.";"KIOSCO SEPHORA DIA DE LA MADRE";15913,76;19255,65;"";"Cerrado - Rechazado";2520;165;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"05-11-2025";"PT/26526";"LOUIS VUITTON";"W2 RESORT 2026";42797,00;51784,37;"";"Cerrado - Pedido creado";9780;381;"MARIA ANTON DUARTE"
"";"MAIL INFO";"26-03-2026";"PT/26525";"GLOBAL MEDIA & ENTERTAINMENT, S.A.U.";"SUMMER HUB CHAMARTIN";28987,20;35074,51;"";"Bajo evaluación";5100;289;"ADALBERTO"
"";"MAIL INFO";"25-03-2026";"PT/26524";"SECCO PADEL BRAND S.L.";"EXPOSITORES SECCO";6720,00;8131,20;"";"Bajo evaluación";134;3;"MARIA"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26523";"NORTHSIX PRODUCTIONS AND EVENTS SPAIN, SLU";"EVENTO MANGO";2043,00;2472,03;"260181 - NORTHSIX - EVENTO MANGO";"Cerrado - Pedido creado";136,8;32;"MARIA"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26522";"COCOTIME EVENTS S.L.";"PROTOTIPO 2 CILINDROS LEVIA";293,35;354,95;"260184 - COCOTIME - PROTOTIPO LEVIA ";"Cerrado - Pedido creado";52,62;4;"JULIA RODRIGUEZ LUTKINS"
"";"";"24-03-2026";"PT/26521";"COCOTIME EVENTS S.L.";"PLV IQOS 500 ESTANCOS TEREA
";52130,00;63077,30;"";"Borrador";26310;1585;"JULIA RODRIGUEZ LUTKINS"
"NO TIENEN PRESUPUESTO";"CLIENTE RECURRENTE";"25-03-2026";"PT/26520";"SUAREZ";"LACADO MATRIOSHKA";386,50;467,67;"";"Cerrado - Rechazado";25;6;"MARIA"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26519";"IDONEA COMUNICACION, S.L.";"KIOSCO SUMMER FRIDAYS - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;0;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26518";"IDONEA COMUNICACION, S.L.";"KIOSCO MUFE - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;0;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26517";"ORANGE ESPAGNE";"ID 45761 TECHNOMOBILE, CASPE, ZARAGOZA ...... A MEDIDA";2678,68;3241,20;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"25-03-2026";"PT/26516";"ORANGE ESPAGNE";"ID 58374 PC A PUNTO, NAVALMORAL DE LA MATA, CÁCERES ...... A MEDIDA";2379,42;2879,10;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"05-03-2026";"PT/26515";"COCOTIME EVENTS S.L.";"VINILADO ESCAPARATES NACIONAL ELECTRIC TINTA BLANCA ";3153,27;3815,46;"";"Cerrado - Pedido creado";1943,69;3;"BELEN ESPEJO"
"";"RECOMENDACION";"25-03-2026";"PT/26514";"ESTEE LAUDER, S.A.";"KIOSCO TOO FACED - EXTRA DESTRUCCION SSM 2026";336,47;407,13;"260182 - ESTEE LAUDER - DESTRUCCIÓN KIOSCO TOO FACE";"Bajo evaluación";193,42;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"06-03-2026";"PT/26513";"COCOTIME EVENTS S.L.";"AMPLIACION ELECTRIC";9004,66;10895,64;"";"Cerrado - Pedido creado";1049,88;48;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"05-03-2026";"PT/26512";"COCOTIME EVENTS S.L.";"VINILO ULTRACLEAR TINTA BLANCO ";377,68;456,99;"";"Cerrado - Pedido creado";102,96;1;"BELEN ESPEJO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"24-03-2026";"PT/26511";"WASABI COMUNICACION INTEGRAL";"NEON FLEX NUEVOS TOTEM ELEMENTOS WIZINK";398,09;481,69;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"24-03-2026";"PT/26509";"IDONEA COMUNICACION, S.L.";"EXTRAS SEPHORA SPRING MARKET 2026";1820,06;2202,27;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";845;17;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"24-03-2026";"PT/26508";"BURBERRY SPAIN RETAIL";"GRAPHIC SUMMER 26 KIDS BARCELONA ABRIL";1033,63;1250,69;"";"Cerrado - Pedido creado";780;6;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"24-03-2026";"PT/26507";"IDONEA COMUNICACION, S.L.";"KIOSCO RARE BEAUTY - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"24-03-2026";"PT/26506";"J CHOO GERMANY GMBH";"TRAVERTINO / NUT PODIUMS FRANKFURT";4459,98;4459,98;"";"Cerrado - Pedido creado";341;30;"ADALBERTO"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26505";"IDONEA COMUNICACION, S.L.";"KIOSCO KOSAS - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;0;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"23-03-2026";"PT/26504";"IPMARK";"BEST IN FOOD BARCELONA MARZO";0,00;0,00;"";"Cerrado - Pedido creado";374;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26503";"ESMA PROYECTOS";"FURGONETA MARZO 2026";472,18;571,34;"";"Cerrado - Pedido creado";25;4;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"20-03-2026";"PT/26502";"REMODELACIONES DARIOLIN S.L.";"VINILO BLANCO MATE";644,28;779,58;"";"Cerrado - Pedido creado";60,49;6;"AURELIO PULIDO"
"DUPLICADO";"RECOMENDACION";"20-03-2026";"PT/26501";"ESTEE LAUDER, S.A.";"KIOSCO TOO FACED - EXTRA ALMACENAJE SSM 2026";231,00;279,51;"";"Cerrado - Rechazado";60;1;"LAURA MUÑOZ"
"";"RECOMENDACION";"20-03-2026";"PT/26500";"YEPODA GMBH";"KIOSCO YEPODA - EXTRA ALMACENAJE SSM 2026";794,72;794,72;"";"Cerrado - Pedido creado";320;2;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"20-03-2026";"PT/26499";"ORANGE ESPAGNE";"ID 60912 DE BUENA TINTA, TORRIJOS, TOLEDO ...... A MEDIDA";2484,00;3005,64;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"20-03-2026";"PT/26498";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"KIOSCO LEFTIES DÜSSELDORF";55100,90;66672,09;"";"Bajo evaluación";31000;30;"ADALBERTO"
"";"CLIENTE RECURRENTE";"19-03-2026";"PT/26497";"ENPLOT, S.L.";"PLV 35 YEAR OLD RUM CON BATERIA";2585,92;3128,96;"260045 - ENPLOT - PLV";"Cerrado - Pedido creado";588;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"19-03-2026";"PT/26496";"COCOTIME EVENTS S.L.";"AMPLIACION EXTRAS 3";1340,82;1622,39;"260082 - COCONUT - FACHADA IQOS SERRANO MARZO";"Cerrado - Pedido creado";325;8;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"MAIL INFO";"19-03-2026";"PT/26495";"ACQUA BY SALUD 2000, S.L.";"MOSTRADOR STAND CENTRO COMERCIAL";2750,76;3328,42;"";"Cerrado - Rechazado";425,1;32;"MARIA ANTON DUARTE"
"TIENEN OTRA OFERTA MEJOR";"RECOMENDACION";"19-03-2026";"PT/26494";"GLOBAL START, S.L.";"KIOSCO NUBEL";11751,66;14219,51;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26493";"ORANGE ESPAGNE";"ENVÍO MATERIALES NASERTEL LEVANTE (MASTER 22)
";229,20;277,33;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26492";"ORANGE ESPAGNE";"ENVÍO MATERIALES JESALMAR PHONE (MASTER 2)
";68,40;82,76;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"24-02-2026";"PT/26491";"COCOTIME EVENTS S.L.";"ESCAPARATES CUIDADES IQOS";14566,93;17625,99;"";"Cerrado - Pedido creado";798;72;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"04-03-2026";"PT/26490";"COCOTIME EVENTS S.L.";"ESCAPARATE IQOS SERRANO MARZO";24444,65;29578,03;"";"Cerrado - Pedido creado";5217,86;200;"BELEN ESPEJO"
"";"MAIL INFO";"18-03-2026";"PT/26489";"THOMAS RICHTER ";"FICTICIOS PERFUMES";14030,03;16976,34;"";"Bajo evaluación";5552;75;"CRISTINAC"
"";"CLIENTE RECURRENTE";"11-03-2026";"PT/26488";"COCOTIME EVENTS S.L.";"VINILO PURPLE PEANAS IQOS SERRANO";517,11;625,70;"";"Cerrado - Pedido creado";38,84;5;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"03-03-2026";"PT/26487";"COCOTIME EVENTS S.L.";"VINILO FRASE IQOS BILBAO";411,08;497,41;"260082 - COCONUT - FACHADA IQOS SERRANO MARZO";"Cerrado - Pedido creado";96;1;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26486";"IDONEA COMUNICACION, S.L.";"KIOSCO AMIKA - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26485";"IDONEA COMUNICACION, S.L.";"KIOSCO PHLUR - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26484";"IDONEA COMUNICACION, S.L.";"KIOSCO LANEIGE - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";80;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"23-02-2026";"PT/26483";"COCOTIME EVENTS S.L.";"REPOSICION VINILO TARIMA IQOS SERRANO";420,66;509,00;"";"Cerrado - Pedido creado";12,8;5;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26482";"ORANGE ESPAGNE";"ENVÍO MATERIALES ONLY MOBILE (MASTER 10)
";240,00;290,40;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"18-03-2026";"PT/26481";"IDONEA COMUNICACION, S.L.";"KIOSCO WESTMAN ATELIER - EXTRA DESTRUCCION SSM 2026";135,00;163,35;"260081 - IDONEA - SEPHORA SPRING 26";"Cerrado - Pedido creado";38,5;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"10-02-2026";"PT/26480";"COCOTIME EVENTS S.L.";"PANELADO FACHADA IQOS MARZO";30021,22;36325,68;"260082 - COCONUT - FACHADA IQOS SERRANO MARZO";"Cerrado - Pedido creado";4324,9;325;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"04-02-2026";"PT/26479";"COCOTIME EVENTS S.L.";"VINILADO ESCAPARATES ELECTRIC";5584,18;6756,86;"260069 - COCONUT - ELECTRIC PURPLE ";"Cerrado - Pedido creado";1705,85;14;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"07-01-2026";"PT/26478";"COCOTIME EVENTS S.L.";"DESMONTAJE TRASERA ESTANTERIA NESPRESSO CC L´ILLA";380,00;459,80;"";"Cerrado - Pedido creado";220;0;"BELEN ESPEJO"
"DUPLICADO";"CLIENTE RECURRENTE";"17-03-2026";"PT/26477";"ENPLOT, S.L.";"PLV 35 YEAR OLD RUM";2419,90;2928,08;"";"Cerrado - Rechazado";496;5;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"17-03-2026";"PT/26476";"COCOTIME EVENTS S.L.";"DGPO - PRL";782,00;946,22;"";"Cerrado - Pedido creado";460;1;"BELEN ESPEJO"
"";"CLIENTE RECURRENTE";"17-03-2026";"PT/26475";"COCOTIME EVENTS S.L.";"AMPLIACION EXTRAS 2";4607,32;5574,86;"260082 - COCONUT - FACHADA IQOS SERRANO MARZO";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"17-03-2026";"PT/26474";"IDONEA COMUNICACION, S.L.";"HENNESY VINILOS VEHICULOS";1575,00;1905,75;"";"Bajo evaluación";25;9;"ADALBERTO"
"";"CLIENTE RECURRENTE";"17-03-2026";"PT/26473";"ORANGE ESPAGNE";"ENVÍO MATERIALES MAXIMOVIL (MASTER 25)
";81,60;98,74;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"17-03-2026";"PT/26472";"ORANGE ESPAGNE";"ID 59029 SOFIPHONE, REDONDELA, PONTEVEDRA ...... A MEDIDA";2249,00;2721,29;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26471";"WASABI COMUNICACION INTEGRAL";"MODULOS ADICIONALES ELEMENTOS WIZINK";2436,97;2948,73;"";"Bajo evaluación";1;1;"MARIA"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26470";"WASABI COMUNICACION INTEGRAL";"DESPLAZAMIENTO MONTAJE ELEMENTOS WIZINK";1972,40;2386,60;"250432 - WASABI - ELEMENTOS WIZINK";"Cerrado - Pedido creado";640,72;30;"MARIA"
"DUPLICADO";"CLIENTE RECURRENTE";"09-06-2025";"PT/26469";"MOTORTOWN";"ECI SANTIAGO DE COMPOSTELA";25508,09;30864,79;"";"Cerrado - Rechazado";14500;1;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26468";"COCONUT TIME EXPERIENCES, S.L.";"IQOS - SEVILLA FERIA DE ABRIL 26 - R1";13614,43;16473,46;"";"Borrador";2154,27;120;"CRISTINAC"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26467";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"KIOSCO LEFTIES FLORENCIA";55100,90;66672,09;"";"Bajo evaluación";31000;30;"ADALBERTO"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26466";"ESMA EVENTS S.L.";"FURGONETA MARZO 2026";472,18;571,34;"";"Bajo evaluación";25;4;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"16-03-2026";"PT/26465";"ORANGE ESPAGNE";"ID 56472 TRIPLE ESTALVI, LLAGOSTERA, GIRONA ...... A MEDIDA";1757,27;2126,30;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26464";"ORANGE ESPAGNE";"ID 27014 INTERTEL, MARBELLA, MÁLAGA ....... A MEDIDA";2625,35;3176,67;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26463";"ESMA EVENTS S.L.";"REPASOS MATERIAL CLIENTE PdH";633,67;766,74;"260113/115 - ESMA - DESFILE PEDRO DEL HIERRO";"Cerrado - Pedido creado";38;6;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26462";"ORANGE ESPAGNE";"DISEÑO, AAFF, MEDICIÓN, TRANSPORTE Y MONTAJE";43130,00;52187,30;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26461";"ORANGE ESPAGNE";"ID 58618 MOVIL CU, CUENCA ...... PANELES ""TOP PREMIUM""";459,00;555,39;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26460";"ORANGE ESPAGNE";"ID 54082 CONECTA 360, GETAFE, MADRID ...... ""LONAS RETROILUMINADAS""";139,50;168,80;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"13-03-2026";"PT/26459";"ESMA EVENTS S.L.";"SUELO DM PdH";608,30;736,04;"260113/115 - ESMA - DESFILE PEDRO DEL HIERRO";"Cerrado - Pedido creado";96,52;8;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"13-03-2026";"PT/26458";"SAFILO SPAIN S.L.";"SAFILO POLAROID MMO 2026";17861,00;21611,81;"";"Cerrado - Rechazado";6301;118;"ADALBERTO"
"";"CLIENTE RECURRENTE";"12-03-2026";"PT/26457";"SPB IBERICA CORREDURIA DE SEGUROS Y REASEGUROS";"EXTRA VINILOS URGENTE STAND IFEMA";503,30;608,99;"260048 - GASTROTOUCH - VINILOS";"Cerrado - Pedido creado";140;1;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"12-03-2026";"PT/26456";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"KIOSCO LEFTIES LIVERPOOL";52441,40;63454,09;"";"Cerrado - Pedido creado";30000;30;"ADALBERTO"
"";"CLIENTE RECURRENTE";"12-03-2026";"PT/26455";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"KIOSCO LEFTIES PARIS";52441,40;63454,09;"";"Cerrado - Pedido creado";30000;30;"ADALBERTO"
"";"CLIENTE RECURRENTE";"12-03-2026";"PT/26454";"ORANGE ESPAGNE";"52567 EXIACOM, ZARAGOZA ...... RÓTULO";676,24;818,25;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"11-03-2026";"PT/26453";"GIORGIO ARMANI RETAIL SUCURSAL";"COMERCIAL PLAZA RIO 2";453,60;548,86;"";"Cerrado - Pedido creado";1;8;"ADALBERTO"
"NO SE REALIZA EL PROYECTO";"INS-2026-01 CAMPAÑA ESCAPARATE PRIMAVERA";"11-03-2026";"PT/26452";"ISOLEE, S.L";"CORPOREAS METACRILATO ECI";409,00;494,89;"";"Cerrado - Rechazado";3659;142;"MARIA ANTON DUARTE"
"DUPLICADO";"CLIENTE RECURRENTE";"11-03-2026";"PT/26451";"COCONUT TIME EXPERIENCES, S.L.";"VINILO PURPLE PEANAS IQOS SERRANO";517,11;625,70;"";"Cerrado - Rechazado";38,84;5;"AURELIO PULIDO"
"NO SE REALIZA EL PROYECTO";"INS-2026-01 CAMPAÑA ESCAPARATE PRIMAVERA";"11-03-2026";"PT/26450";"ISOLEE, S.L";"SKINLIFE CHIADO TRUDON";845,80;1023,42;"";"Cerrado - Rechazado";3659;142;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"11-03-2026";"PT/26449";"HERMES INTERNACIONAL PORTUGAL";"ESCAPARATES HERMES LUCA PRIMAVERA 2026 LISBOA";9566,50;11575,47;"";"Cerrado - Pedido creado";1312;66;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"11-03-2026";"PT/26448";"SPB IBERICA CORREDURIA DE SEGUROS Y REASEGUROS";"OFICINAS AREQUIPA";934,34;1130,55;"";"Cerrado - Pedido creado";260;2;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"07-02-2025";"PT/26447";"ESMA EVENTS S.L.";"DESFILE PEDRO DEL HIERRO";1960,00;2371,60;"260113/115 - ESMA - DESFILE PEDRO DEL HIERRO";"Cerrado - Pedido creado";0;38;"AURELIO PULIDO"
"NO SE REALIZA EL PROYECTO";"RECOMENDACION";"20-03-2026";"PT/26446";"PLATAFORMA DE GESTION EVOLUZIONA, S.L.";"EVENTO UNIVERSIDAD EUROPEA";8234,58;9963,84;"";"Cerrado - Rechazado";1004,73;80;"MARIA"
"";"CLIENTE RECURRENTE";"09-03-2026";"PT/26445";"FORMA STUDIO 88, S.L.";"AMPLIACION EVENTO RABANNE";260,22;314,87;"260094 - FORMA STUDIO 88 - EVENTO PACO RABANNE  SALA HABANERA";"Cerrado - Pedido creado";31,6;1;"AURELIO PULIDO"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"09-03-2026";"PT/26444";"COCONUT TIME EXPERIENCES, S.L.";"MONTAJE VINILO TEASER IQOS VALENCIA";970,00;1173,70;"";"Cerrado - Rechazado";580;0;"AURELIO PULIDO"
"";"RECOMENDACION";"09-03-2026";"PT/26443";"FUNDACION CENTRO NACIONAL DEL VIDRIO";"AMPLIACION MUEBLES EXPOSICION MAYICE";165,00;199,65;"260067 - MAYICE - EXPOSICION ATENEO";"Cerrado - Pedido creado";0;1;"MARIA"
"DUPLICADO";"CLIENTE RECURRENTE";"09-03-2026";"PT/26442";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"POP UP PRADA MAYO 2026 V2 SUELO TRIANGULO";89837,31;108703,15;"";"Cerrado - Rechazado";6800;472;"ADALBERTO"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"06-03-2026";"PT/26441";"ESMA PROYECTOS";"MATERIAL PdH";1360,00;1645,60;"";"Cerrado - Rechazado";1;6;"AURELIO PULIDO"
"DUPLICADO";"CLIENTE RECURRENTE";"06-03-2026";"PT/26440";"FUNDACION UNIVERSIDAD FRANCISCO DE VITORIA";"MONOPOSTE UFV OPCION VINILO IMPRESO";11916,00;14418,36;"";"Cerrado - Rechazado";2800;0;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"06-03-2026";"PT/26439";"FUNDACION UNIVERSIDAD FRANCISCO DE VITORIA";"MONOPOSTE UFV OPCION LONAS IMPRESAS";9368,99;11336,48;"260064 - FUNDACION FCO. VITORIA - MONOPOSTE";"Cerrado - Pedido creado";4635;3;"AURELIO PULIDO"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"06-03-2026";"PT/26438";"ESMA EVENTS S.L.";"METACRILATO ESPEJO DORADO";7851,14;9499,88;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"06-03-2026";"PT/26437";"INSTITUCION FERIAL DE MADRID";"NOMBRES 19/03 MBFW MADRID";2283,51;2763,05;"260112 - INSTITUCION FERIAL DE MADRID - CORPOREAS IFEMA";"Cerrado - Pedido creado";518;4;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"06-03-2026";"PT/26436";"ORANGE ESPAGNE";"ID 44316 NASERTEL LEVANTE, VILLENA, ALICANTE ...... A MEDIDA";2155,61;2608,29;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"CLIENTE RECURRENTE";"06-03-2026";"PT/26435";"COCONUT TIME EXPERIENCES, S.L.";"AMPLIACION ELECTRIC";9004,66;10895,64;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"CLIENTE RECURRENTE";"05-03-2026";"PT/26434";"COCONUT TIME EXPERIENCES, S.L.";"VINILO ULTRACLEAR TINTA BLANCO ";377,68;456,99;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"CLIENTE RECURRENTE";"05-03-2026";"PT/26433";"COCONUT TIME EXPERIENCES, S.L.";"VINILADO ESCAPARATES NACIONAL ELECTRIC TINTA BLANCA ";3153,27;3815,46;"";"Cerrado - Rechazado";568;14;"AURELIO PULIDO"
"DUPLICADO";"CLIENTE RECURRENTE";"05-03-2026";"PT/26432";"COCONUT TIME EXPERIENCES, S.L.";"VINILADO ESCAPARATE ELECTRIC TINTA BLANCA ";6390,23;7732,18;"";"Cerrado - Rechazado";568;14;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"05-03-2026";"PT/26431";"ORANGE ESPAGNE";"ID 49767 BLACK Y PHONE, GRANADA ...... A MEDIDA";2019,77;2443,92;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
